stop_name,stop_code,type,lat,long
Blk 206 (46159),46159,Bus Stop,1.4456172,103.7734065
Blk 206 (66379),66379,Bus Stop,1.3534383,103.872872
Blk 206 (76091),76091,Bus Stop,1.3507402,103.9527828
Blk 206A (67201),67201,Bus Stop,1.3867171,103.8963385
Blk 207 (21441),21441,Bus Stop,1.3464902,103.7131998
Blk 207 (28319),28319,Bus Stop,1.338513,103.7417278
Blk 207 (54011),54011,Bus Stop,1.3656881,103.8434285
Blk 209 (21459),21459,Bus Stop,1.3455878,103.714793
Blk 209 (28311),28311,Bus Stop,1.338297,103.7411407
Blk 209 (54239),54239,Bus Stop,1.3691788,103.8433856
Blk 209 (63141),63141,Bus Stop,1.3539856,103.874954
Blk 21 (63241),63241,Bus Stop,1.3640989,103.8921354
Blk 210 (21431),21431,Bus Stop,1.3476062,103.7124591
Blk 210 (28079),28079,Bus Stop,1.3384259,103.7385968
Blk 210 (53249),53249,Bus Stop,1.3553685,103.8490933
Blk 210 Market/Food Centre (52539),52539,Bus Stop,1.3399585,103.8538179
Blk 212 (46151),46151,Bus Stop,1.4457843,103.773401
Blk 212 (61129),61129,Bus Stop,1.3416375,103.874179
Blk 213 (21249),21249,Bus Stop,1.3495815,103.7124789
Blk 215 (40419),40419,Bus Stop,1.3572,103.7294
Blk 216 (76181),76181,Bus Stop,1.3538475,103.953065
Blk 216 (78161),78161,Bus Stop,1.3690587,103.960566
Blk 216B (21161),21161,Bus Stop,1.3504679,103.7127336
Blk 217 (43739),43739,Bus Stop,1.3464259,103.7546181
Blk 218 (65571),65571,Bus Stop,1.4034422,103.8955448
Blk 219 (44371),44371,Bus Stop,1.3740052,103.7726239
Blk 219 (52059),52059,Bus Stop,1.3430335,103.8564026
Blk 22 (63059),63059,Bus Stop,1.3644592,103.8899156
Blk 22 (81179),81179,Bus Stop,1.3072654,103.8850226
Blk 220 (44489),44489,Bus Stop,1.3817798,103.7454122
Blk 220 (54611),54611,Bus Stop,1.3649386,103.8405441
Blk 220 (59099),59099,Bus Stop,1.4327024,103.8352675
Blk 220 Carpark (84191),84191,Bus Stop,1.3256257,103.9353668
Blk 220A (40421),40421,Bus Stop,1.3591469,103.7294527
Blk 220C (65439),65439,Bus Stop,1.4017197,103.8963115
Blk 221A (84041),84041,Bus Stop,1.3247009,103.9346916
Blk 221B (40411),40411,Bus Stop,1.35755,103.7293
Blk 223 (44269),44269,Bus Stop,1.3757372,103.7742454
Blk 223 (44481),44481,Bus Stop,1.3817756,103.7450939
Blk 223 (54621),54621,Bus Stop,1.3659735,103.8377399
Blk 223 (96291),96291,Bus Stop,1.3418895,103.9577311
Blk 223D (67191),67191,Bus Stop,1.3890419,103.8971706
Blk 224 (96191),96191,Bus Stop,1.3427675,103.9577765
Blk 224A (40401),40401,Bus Stop,1.3571173,103.7310488
Blk 224A (65539),65539,Bus Stop,1.4022205,103.8936264
Blk 225 (43701),43701,Bus Stop,1.3484162,103.7520699
Blk 225A (67171),67171,Bus Stop,1.3873145,103.8989647
Blk 226A (65531),65531,Bus Stop,1.4024236,103.8935688
Blk 227 (52389),52389,Bus Stop,1.3397496,103.8581789
Blk 227 (59231),59231,Bus Stop,1.4353665,103.8368897
Blk 227 (69099),69099,Bus Stop,1.3399078,103.8765112
Blk 227A (65551),65551,Bus Stop,1.4037578,103.893382
Blk 227D (65031),65031,Bus Stop,1.3870722,103.9016518
Blk 228 (28289),28289,Bus Stop,1.3422566,103.7359366
Blk 228 (53439),53439,Bus Stop,1.357625,103.847213
Blk 228B (65541),65541,Bus Stop,1.403514,103.8912637
Blk 229 (28331),28331,Bus Stop,1.342011,103.7380775
Blk 229 (43171),43171,Bus Stop,1.3485394,103.754694
Blk 22A Carpark (53199),53199,Bus Stop,1.357509,103.838911
Blk 23 (46111),46111,Bus Stop,1.4413346,103.7737581
Blk 23 (52311),52311,Bus Stop,1.3344198,103.8573325
Blk 23 (53171),53171,Bus Stop,1.354658,103.8363007
Blk 230 (66041),66041,Bus Stop,1.355728,103.869694
Blk 230 (78151),78151,Bus Stop,1.3723242,103.9608345
Blk 230B (76401),76401,Bus Stop,1.3550334,103.9508157
Blk 230E (76219),76219,Bus Stop,1.356433,103.951079
Blk 231 (43179),43179,Bus Stop,1.3489368,103.7542399
Blk 231 (52399),52399,Bus Stop,1.337014,103.8597336
Blk 231 (65041),65041,Bus Stop,1.3899493,103.901599
Blk 231A Carpark (78221),78221,Bus Stop,1.3741448,103.9611972
Blk 231B (40391),40391,Bus Stop,1.359258,103.733186
Blk 232 (63269),63269,Bus Stop,1.3586992,103.8891042
Blk 233 (66049),66049,Bus Stop,1.3553857,103.8689248
Blk 233 (76209),76209,Bus Stop,1.3565951,103.9474722
Blk 233 (96261),96261,Bus Stop,1.3440992,103.955935
Blk 234 (44471),44471,Bus Stop,1.3804218,103.7481295
Blk 235 (67109),67109,Bus Stop,1.3910167,103.8999836
Blk 236 (59241),59241,Bus Stop,1.4342228,103.839266
Blk 237 (52369),52369,Bus Stop,1.3400074,103.8527666
Blk 237 (76151),76151,Bus Stop,1.3553202,103.9469908
Blk 237A (40431),40431,Bus Stop,1.36142,103.73163
Blk 238 (40441),40441,Bus Stop,1.36187,103.73349
Blk 238 (66369),66369,Bus Stop,1.353492,103.8682606
Blk 239 (28321),28321,Bus Stop,1.3412676,103.741074
Blk 239 (44331),44331,Bus Stop,1.3802843,103.7709022
Blk 239 (44441),44441,Bus Stop,1.3792695,103.7474901
Blk 239 (63271),63271,Bus Stop,1.3564799,103.8899523
Blk 239A (21721),21721,Bus Stop,1.342563,103.711075
Blk 24 (84641),84641,Bus Stop,1.3244898,103.9229817
Blk 240 (43429),43429,Bus Stop,1.3510773,103.7539318
Blk 240 (67181),67181,Bus Stop,1.3909954,103.8978118
Blk 241 (28621),28621,Bus Stop,1.341516,103.7435708
Blk 241 (59179),59179,Bus Stop,1.4321511,103.8398458
Blk 241 (63089),63089,Bus Stop,1.356537,103.8921517
Blk 242 (40429),40429,Bus Stop,1.359376,103.7293397
Blk 242 (43439),43439,Bus Stop,1.3512334,103.7563822
Blk 242 (78209),78209,Bus Stop,1.3713598,103.9622091
Blk 244 (54061),54061,Bus Stop,1.3672729,103.8340504
Blk 245 (53379),53379,Bus Stop,1.3602798,103.8437155
Blk 245 (59189),59189,Bus Stop,1.4341919,103.8420107
Blk 246 (28329),28329,Bus Stop,1.3414678,103.7404948
Blk 248 (63079),63079,Bus Stop,1.3598178,103.8929667
Blk 248 (76169),76169,Bus Stop,1.3524115,103.9474493
Blk 248A (67241),67241,Bus Stop,1.3929464,103.8985228
Blk 25 (14279),14279,Bus Stop,1.2759776,103.8191156
Blk 25 (44421),44421,Bus Stop,1.3782091,103.7551167
Blk 25 (46088),46088,Bus Stop,1.4417778,103.7709317
Blk 25 (52319),52319,Bus Stop,1.334161,103.857064
Blk 25 (53189),53189,Bus Stop,1.3550689,103.8370192
Blk 25 (63069),63069,Bus Stop,1.3664016,103.8919843
Blk 250 (59199),59199,Bus Stop,1.4360909,103.8422427
Blk 250A (67101),67101,Bus Stop,1.3914089,103.8996087
Blk 252 (28339),28339,Bus Stop,1.3427144,103.7373591
Blk 253 (28299),28299,Bus Stop,1.3445434,103.7367823
Blk 254 (43169),43169,Bus Stop,1.3493575,103.7579784
Blk 254 (53169),53169,Bus Stop,1.3627123,103.8427538
Blk 254 (96159),96159,Bus Stop,1.341949,103.951734
Blk 255 (54169),54169,Bus Stop,1.3708865,103.834802
Blk 256/Opposite Loyang Point (98111),98111,Bus Interchange,1.3673298,103.9642884
Blk 257 (53371),53371,Bus Stop,1.3599327,103.8437966
Blk 257 (59249),59249,Bus Stop,1.434365,103.8394391
Blk 257A (66059),66059,Bus Stop,1.3555108,103.872207
Blk 258 (43449),43449,Bus Stop,1.3515514,103.7591073
Blk 258A (65579),65579,Bus Stop,1.4035617,103.8960298
Blk 259 (52579),52579,Bus Stop,1.3333316,103.8580106
Blk 259 (76409),76409,Bus Stop,1.3547782,103.9508824
Blk 259 Carpark (65499),65499,Bus Stop,1.4045507,103.8950431
Blk 259C (67249),67249,Bus Stop,1.3937316,103.8985534
Blk 25B (10379),10379,Bus Stop,1.2837167,103.8248829
Blk 26 (44131),44131,Bus Stop,1.3770492,103.7553264
Blk 260 (53159),53159,Bus Stop,1.3579585,103.8416878
Blk 261 (66371),66371,Bus Stop,1.3538086,103.8726976
Blk 263 (21379),21379,Bus Stop,1.3453802,103.7065208
Blk 266 (28629),28629,Bus Stop,1.3416549,103.7439909
Blk 266 (76171),76171,Bus Stop,1.3517171,103.9502552
Blk 267 (43221),43221,Bus Stop,1.3488025,103.7606817
Blk 268A (52571),52571,Bus Stop,1.3328873,103.858081
Blk 268C (65339),65339,Bus Stop,1.4032305,103.8980161
Blk 269A (52561),52561,Bus Stop,1.3332655,103.8596405
Blk 269A (98099),98099,Bus Stop,1.3646326,103.9633454
Blk 27 (14291),14291,Bus Stop,1.2747053,103.821135
Blk 27 (19019),19019,Bus Stop,1.3080773,103.7847171
Blk 27 (52331),52331,Bus Stop,1.3325347,103.8558883
Blk 27 (84049),84049,Bus Stop,1.3242977,103.9346142
Blk 270 (44261),44261,Bus Stop,1.3760726,103.7742545
Blk 271 Carpark (27099),27099,Bus Stop,1.3502385,103.7036151
Blk 272 (43161),43161,Bus Stop,1.3488596,103.7576856
Blk 272 (59209),59209,Bus Stop,1.4384545,103.8402177
Blk 272C (65349),65349,Bus Stop,1.4021817,103.9007309
Blk 273B (27459),27459,Bus Stop,1.3514561,103.7039829
Blk 275 (98021),98021,Bus Stop,1.3642737,103.9650102
Blk 276B (27469),27469,Bus Stop,1.3529535,103.7048958
Blk 28 (14319),14319,Bus Stop,1.2733779,103.8207877
Blk 280 (44521),44521,Bus Stop,1.380858,103.7426849
Blk 283 (43189),43189,Bus Stop,1.3469999,103.7568113
Blk 283 (76301),76301,Bus Stop,1.349036,103.953556
Blk 284 (28641),28641,Bus Stop,1.3392649,103.7459557
Blk 285 (76099),76099,Bus Stop,1.3502424,103.9524685
Blk 286A (28649),28649,Bus Stop,1.3390413,103.7459953
Blk 286B (67591),67591,Bus Stop,1.3978422,103.895404
Blk 288C (43191),43191,Bus Stop,1.3464048,103.7594158
Blk 288E (28639),28639,Bus Stop,1.340395,103.7439862
Blk 289 (44511),44511,Bus Stop,1.3794801,103.7406443
Blk 289 (59211),59211,Bus Stop,1.4403703,103.8381736
Blk 289E (43619),43619,Bus Stop,1.3439469,103.7586264
Blk 29 (52129),52129,Bus Stop,1.3253746,103.8593584
Blk 290H (43611),43611,Bus Stop,1.34402,103.7584234
Blk 291 (59239),59239,Bus Stop,1.4356003,103.8368452
Blk 291A (43149),43149,Bus Stop,1.3440815,103.7561156
Blk 291A (67439),67439,Bus Stop,1.3954981,103.8973786
Blk 291E (43509),43509,Bus Stop,1.3435375,103.7544134
Blk 293 (45451),45451,Bus Stop,1.3779378,103.7397286
Blk 295 (44569),44569,Bus Stop,1.3780668,103.7411735
Blk 296 (N4411),N4411,Bus Stop,1.3775824,103.74064
Blk 296A (44081),44081,Bus Stop,1.3767867,103.7407351
Blk 297D (44571),44571,Bus Stop,1.3783972,103.7433073
Blk 298 (43699),43699,Bus Stop,1.3447466,103.7463118
Blk 298 (65229),65229,Bus Stop,1.4031702,103.905528
Blk 298A (65061),65061,Bus Stop,1.3949533,103.9019121
Blk 3 (10021),10021,Bus Stop,1.2774642,103.8384377
Blk 3 (12129),12129,Bus Stop,1.3115982,103.7871522
Blk 3 (84161),84161,Bus Stop,1.3216511,103.9324025
Blk 30 (11489),11489,Bus Stop,1.298754,103.804491
Blk 3012 (96101),96101,Bus Stop,1.3363975,103.9510929
Blk 3014 (84431),84431,Bus Stop,1.3351379,103.9502073
Blk 3019 (71161),71161,Bus Stop,1.3272663,103.8921164
Blk 301A (65091),65091,Bus Stop,1.4039888,103.9065541
Blk 301D (67279),67279,Bus Stop,1.3882286,103.8917439
Blk 302 (64019),64019,Bus Stop,1.3684149,103.8939067
Blk 302 (71139),71139,Bus Stop,1.3309942,103.901509
Blk 302 (76109),76109,Bus Stop,1.3529754,103.9551477
Blk 3021 (71151),71151,Bus Stop,1.328164,103.8944559
Blk 3023 (71141),71141,Bus Stop,1.3291371,103.8970657
Blk 3024 (71149),71149,Bus Stop,1.3288958,103.897049
Blk 3026 (71159),71159,Bus Stop,1.3278711,103.8945658
Blk 303 (28291),28291,Bus Stop,1.3442351,103.7362327
Blk 303 (46591),46591,Bus Stop,1.4307484,103.7732381
Blk 303 (58391),58391,Bus Stop,1.4442809,103.8224137
Blk 3032A (70409),70409,Bus Stop,1.3308866,103.8979443
Blk 303D (65221),65221,Bus Stop,1.4038819,103.9050382
Blk 304 (17379),17379,Bus Stop,1.3204572,103.7639195
Blk 305D (67301),67301,Bus Stop,1.3888645,103.8869723
Blk 306 (28481),28481,Bus Stop,1.346206,103.7341866
Blk 306 (43471),43471,Bus Stop,1.357962,103.7473419
Blk 306 Carpark (67369),67369,Bus Stop,1.3907288,103.8883753
Blk 306B (40451),40451,Bus Stop,1.3617,103.736
Blk 307 (66039),66039,Bus Stop,1.3547452,103.8667833
Blk 307A (54019),54019,Bus Stop,1.3661151,103.8441117
Blk 307A (76419),76419,Bus Stop,1.3536889,103.9563038
Blk 308 (17201),17201,Bus Stop,1.3206132,103.7673204
Blk 308 (64241),64241,Bus Stop,1.3671285,103.896386
Blk 309 (58249),58249,Bus Stop,1.4471074,103.8212097
Blk 309 (59171),59171,Bus Stop,1.4322645,103.8402175
Blk 309D (65801),65801,Bus Stop,1.3905691,103.8857944
Blk 31 (20179),20179,Bus Stop,1.3200336,103.7392139
Blk 310B (65469),65469,Bus Stop,1.4099317,103.9008028
Blk 310C (54071),54071,Bus Stop,1.3642889,103.8449003
Blk 311 (58101),58101,Bus Stop,1.446576,103.8228499
Blk 311 (71099),71099,Bus Stop,1.3300747,103.9039109
Blk 311A (67321),67321,Bus Stop,1.3905204,103.884322
Blk 312 Carpark (65461),65461,Bus Stop,1.4097715,103.9015165
Blk 313 Carpark (67371),67371,Bus Stop,1.3926103,103.8871867
Blk 313B (67361),67361,Bus Stop,1.3909915,103.8883804
Blk 314 (53299),53299,Bus Stop,1.3517252,103.8378095
Blk 314 (59381),59381,Bus Stop,1.4317727,103.8419673
Blk 315 (43481),43481,Bus Stop,1.3600807,103.746264
Blk 315B (65449),65449,Bus Stop,1.408013,103.8958943
Blk 316 (28469),28469,Bus Stop,1.3462625,103.7318755
Blk 316 (64231),64231,Bus Stop,1.364776,103.896888
Blk 317 (17189),17189,Bus Stop,1.317888,103.7640506
Blk 317 (58291),58291,Bus Stop,1.4457523,103.8199808
Blk 317B (67389),67389,Bus Stop,1.3942077,103.8887821
Blk 318 (71101),71101,Bus Stop,1.3282236,103.9028434
Blk 319 (43721),43721,Bus Stop,1.3705228,103.762231
Blk 319 (53131),53131,Bus Stop,1.3531482,103.840318
Blk 319 (66361),66361,Bus Stop,1.3526177,103.86827
Blk 319A (67581),67581,Bus Stop,1.391042,103.8897473
Blk 319A (N6709),N6709,Bus Stop,1.3910219,103.8898184
Blk 32 (46141),46141,Bus Stop,1.4435756,103.7733442
Blk 32 (84021),84021,Bus Stop,1.3233425,103.9250948
Blk 320 (46539),46539,Bus Stop,1.4320698,103.7782835
Blk 321 (40459),40459,Bus Stop,1.3617,103.7356
Blk 321 Carpark (67351),67351,Bus Stop,1.3899062,103.8914214
Blk 322 (54247),54247,Bus Stop,1.3687017,103.8472247
Blk 322 (59359),59359,Bus Stop,1.4284775,103.8407204
Blk 322 (72011),72011,Bus Stop,1.3281227,103.9054767
Blk 322 Carpark (65451),65451,Bus Stop,1.4107318,103.8975557
Blk 323 (76459),76459,Bus Stop,1.3520567,103.958796
Blk 323B (67449),67449,Bus Stop,1.392108,103.893101
Blk 324 (43841),43841,Bus Stop,1.3619842,103.7475711
Blk 324 (54248),54248,Bus Stop,1.3687687,103.8466443
Blk 324 (76451),76451,Bus Stop,1.3522368,103.9593294
Blk 324B (40449),40449,Bus Stop,1.3622,103.7335
Blk 325 (45581),45581,Bus Stop,1.4309761,103.7800619
Blk 325 (64301),64301,Bus Stop,1.367215,103.8990485
Blk 325 Carpark (67399),67399,Bus Stop,1.3937962,103.8916923
Blk 326 (66411),66411,Bus Stop,1.3500156,103.8690204
Blk 326 Carpark (67381),67381,Bus Stop,1.39459,103.8884933
Blk 326D (67769),67769,Bus Stop,1.3960542,103.8877221
Blk 327 (64249),64249,Bus Stop,1.368028,103.895873
Blk 328 (58299),58299,Bus Stop,1.4458086,103.819662
Blk 329 (17169),17169,Bus Stop,1.312946,103.7667809
Blk 329 (21679),21679,Bus Stop,1.3377111,103.7236433
Blk 330 (66419),66419,Bus Stop,1.3502397,103.8693788
Blk 331 (21671),21671,Bus Stop,1.3380077,103.7237667
Blk 331 (43491),43491,Bus Stop,1.3639595,103.7471992
Blk 331 (54091),54091,Bus Stop,1.3617575,103.850833
Blk 331 (76429),76429,Bus Stop,1.353668,103.959597
Blk 332 (54311),54311,Bus Stop,1.3613926,103.852557
Blk 333 (76431),76431,Bus Stop,1.3537263,103.9612296
Blk 333B (67391),67391,Bus Stop,1.3942333,103.8914481
Blk 334 (17241),17241,Bus Stop,1.3151559,103.7690208
Blk 334 (21629),21629,Bus Stop,1.3393853,103.722612
Blk 334 (43831),43831,Bus Stop,1.3651211,103.7479048
Blk 334A (67699),67699,Bus Stop,1.3987166,103.8899436
Blk 334B (59821),59821,Bus Stop,1.4328861,103.8457765
Blk 335 (17229),17229,Bus Stop,1.3172326,103.768291
Blk 335 (46621),46621,Bus Stop,1.4295333,103.7806233
Blk 335 (58271),58271,Bus Stop,1.446942,103.814739
Blk 338A (67691),67691,Bus Stop,1.3988998,103.8894266
Blk 339 Carpark (58221),58221,Bus Stop,1.4485644,103.8170083
Blk 34 (52289),52289,Bus Stop,1.3350705,103.8539066
Blk 34 (92231),92231,Bus Stop,1.3042295,103.9122625
Blk 342B (59391),59391,Bus Stop,1.4301523,103.8452589
Blk 343 (17111),17111,Bus Stop,1.3177868,103.7712906
Blk 343 (71111),71111,Bus Stop,1.3266726,103.9005392
Blk 343 (76449),76449,Bus Stop,1.3521,103.9611735
Blk 346 (54331),54331,Bus Stop,1.367239,103.850609
Blk 347 (28461),28461,Bus Stop,1.3453327,103.7321277
Blk 347 (43581),43581,Bus Stop,1.3625195,103.7513745
Blk 347 (46549),46549,Bus Stop,1.4331018,103.7812435
Blk 348B (59651),59651,Bus Stop,1.4270929,103.8416379
Blk 35 (20169),20169,Bus Stop,1.3192105,103.7427185
Blk 35 (52301),52301,Bus Stop,1.334115,103.8546216
Blk 350 (28359),28359,Bus Stop,1.3439277,103.7312255
Blk 351 (76439),76439,Bus Stop,1.3529422,103.9625774
Blk 351 Carpark (58111),58111,Bus Stop,1.4509222,103.8207518
Blk 352 (17101),17101,Bus Stop,1.3145519,103.7718757
Blk 352 (44461),44461,Bus Stop,1.3826307,103.7429788
Blk 353 (58421),58421,Bus Stop,1.4513357,103.8191017
Blk 354 (21621),21621,Bus Stop,1.3391577,103.7219642
Blk 354 (54321),54321,Bus Stop,1.3639414,103.8524102
Blk 354 Carpark (58311),58311,Bus Stop,1.4502825,103.8180641
Blk 355 (17249),17249,Bus Stop,1.3150735,103.7693037
Blk 355 (64059),64059,Bus Stop,1.372422,103.8982803
Blk 356 (59411),59411,Bus Stop,1.4251729,103.8456115
Blk 357 (21601),21601,Bus Stop,1.3372752,103.7210862
Blk 357C (58319),58319,Bus Stop,1.4497369,103.8180046
Blk 358 (59401),59401,Bus Stop,1.4270765,103.8461321
Blk 358A Carpark (58229),58229,Bus Stop,1.4485314,103.816055
Blk 36 (70181),70181,Bus Stop,1.3287374,103.8869259
Blk 36 Market/Food Centre (14489),14489,Bus Stop,1.272333,103.821646
Blk 365 (17159),17159,Bus Stop,1.3119869,103.7697233
Blk 367 (21611),21611,Bus Stop,1.3383506,103.7193499
Blk 370 (76249),76249,Bus Stop,1.3583271,103.9594568
Blk 376 (17219),17219,Bus Stop,1.3182709,103.7661666
Blk 377 (17221),17221,Bus Stop,1.317352,103.7679731
Blk 37B (11449),11449,Bus Stop,1.2983854,103.7976198
Blk 382C (59801),59801,Bus Stop,1.4315825,103.847842
Blk 39 (81171),81171,Bus Stop,1.3075506,103.8850095
Blk 390 (76239),76239,Bus Stop,1.356464,103.9575308
Blk 391 (59601),59601,Bus Stop,1.4297976,103.8492753
Blk 3A (82221),82221,Bus Stop,1.3176774,103.8990134
Blk 3B (80311),80311,Bus Stop,1.3145298,103.872682
Blk 4 (10519),10519,Bus Stop,1.2917251,103.8260851
Blk 4 (99131),99131,Bus Stop,1.3890151,103.9873343
Blk 40 (14379),14379,Bus Stop,1.2724396,103.823819
Blk 40 (84089),84089,Bus Stop,1.3206756,103.9402032
Blk 401 (76191),76191,Bus Stop,1.3568765,103.944745
Blk 401A Carpark (44341),44341,Bus Stop,1.3810729,103.7691692
Blk 402 (28561),28561,Bus Stop,1.3531703,103.7225565
Blk 402 (43679),43679,Bus Stop,1.3649754,103.7442566
Blk 402 (44519),44519,Bus Stop,1.3791519,103.7397141
Blk 402 (46491),46491,Bus Stop,1.4319052,103.7720572
Blk 403 (62129),62129,Bus Stop,1.346915,103.872036
Blk 403 (84211),84211,Bus Stop,1.3300568,103.9344376
Blk 403A (67281),67281,Bus Stop,1.3892609,103.873025
Blk 404A Carpark (58411),58411,Bus Stop,1.4545739,103.8166563
Blk 405 (58341),58341,Bus Stop,1.4527542,103.8168478
Blk 405 (78089),78089,Bus Stop,1.3736197,103.9561655
Blk 406 (43669),43669,Bus Stop,1.3654506,103.7461409
Blk 406 (46371),46371,Bus Stop,1.429145,103.7725024
Blk 407 (20191),20191,Bus Stop,1.3193376,103.7485136
Blk 408 (20149),20149,Bus Stop,1.3179473,103.7489628
Blk 408 (44609),44609,Bus Stop,1.3820257,103.7682599
Blk 409 (46379),46379,Bus Stop,1.4290481,103.7729175
Blk 409 (62171),62171,Bus Stop,1.3481798,103.8746612
Blk 409 (67789),67789,Bus Stop,1.3886703,103.8771121
Blk 409A (54371),54371,Bus Stop,1.3623359,103.8557097
Blk 41 (14309),14309,Bus Stop,1.2713353,103.8227565
Blk 41 (20211),20211,Bus Stop,1.3217419,103.7418321
Blk 41 (27069),27069,Bus Stop,1.350054,103.6841438
Blk 41 (84301),84301,Bus Stop,1.3277639,103.9265792
Blk 410 (17151),17151,Bus Stop,1.311729,103.769881
Blk 410 (20199),20199,Bus Stop,1.3190183,103.7482444
Blk 410 (44529),44529,Bus Stop,1.3805647,103.7417961
Blk 411 (20159),20159,Bus Stop,1.3184707,103.7464942
Blk 412 (64429),64429,Bus Stop,1.3748169,103.8952873
Blk 413 (44601),44601,Bus Stop,1.382132,103.7685378
Blk 413 (46369),46369,Bus Stop,1.4275513,103.7731828
Blk 413 (59419),59419,Bus Stop,1.4252226,103.8459906
Blk 413C (65651),65651,Bus Stop,1.4171744,103.901277
Blk 414 (44469),44469,Bus Stop,1.3823757,103.7427857
Blk 414 (82033),82033,Bus Stop,1.3179753,103.8983621
Blk 414 (84329),84329,Bus Stop,1.3303105,103.9296709
Blk 415A (67799),67799,Bus Stop,1.3886346,103.8798983
Blk 416 (28571),28571,Bus Stop,1.3524003,103.7254959
Blk 416 (82032),82032,Bus Stop,1.317811,103.8974959
Blk 416 (84339),84339,Bus Stop,1.328662,103.930806
Blk 417 (76399),76399,Bus Stop,1.3586333,103.9473372
Blk 418 (76391),76391,Bus Stop,1.358498,103.947619
Blk 419 (43499),43499,Bus Stop,1.3625955,103.7468604
Blk 419 (59469),59469,Bus Stop,1.4235911,103.8473557
Blk 42 (11151),11151,Bus Stop,1.2984965,103.8024816
Blk 42 (84541),84541,Bus Stop,1.3275977,103.9251783
Blk 420 (54329),54329,Bus Stop,1.3644184,103.852529
Blk 421 (62179),62179,Bus Stop,1.348625,103.8748388
Blk 421 (64421),64421,Bus Stop,1.375025,103.8951028
Blk 421C (65661),65661,Bus Stop,1.4189452,103.9051665
Blk 422 (28509),28509,Bus Stop,1.3500339,103.7265076
Blk 422 (54339),54339,Bus Stop,1.3676882,103.8506805
Blk 423 (76201),76201,Bus Stop,1.3568963,103.9480334
Blk 423 (84309),84309,Bus Stop,1.3279881,103.9268406
Blk 424A Carpark (58121),58121,Bus Stop,1.453572,103.8190966
Blk 425 (28519),28519,Bus Stop,1.3506096,103.724542
Blk 425 (46361),46361,Bus Stop,1.4274123,103.7738907
Blk 425 (77059),77059,Bus Stop,1.3694048,103.9550471
Blk 426 (17149),17149,Bus Stop,1.3116795,103.7634269
Blk 426 (44501),44501,Bus Stop,1.3809261,103.7389066
Blk 426 (62169),62169,Bus Stop,1.3476212,103.8764229
Blk 427 (54279),54279,Bus Stop,1.3696827,103.853966
Blk 428 (84319),84319,Bus Stop,1.329803,103.927708
Blk 429 (78079),78079,Bus Stop,1.3700107,103.9569589
Blk 429A Carpark (44499),44499,Bus Stop,1.3832249,103.7408935
Blk 43 (11189),11189,Bus Stop,1.307463,103.7924775
Blk 430 (76361),76361,Bus Stop,1.359894,103.950365
Blk 430B (59471),59471,Bus Stop,1.4211177,103.8489778
Blk 431 (20019),20019,Bus Stop,1.3137233,103.7614385
Blk 432 (45231),45231,Bus Stop,1.3846368,103.7422684
Blk 432A (43799),43799,Bus Stop,1.3602402,103.7431427
Blk 432A (67569),67569,Bus Stop,1.395192,103.8774213
Blk 432B (65719),65719,Bus Stop,1.4169966,103.9115037
Blk 432C (59581),59581,Bus Stop,1.4191805,103.8460403
Blk 433C (43779),43779,Bus Stop,1.361541,103.7413992
Blk 434 (64039),64039,Bus Stop,1.3766871,103.8939694
Blk 435A (43559),43559,Bus Stop,1.359593,103.7408816
Blk 436 (64031),64031,Bus Stop,1.3769861,103.893657
Blk 436A (43789),43789,Bus Stop,1.3592274,103.7394896
Blk 436A (67639),67639,Bus Stop,1.3930092,103.8759264
Blk 437B (65699),65699,Bus Stop,1.4200224,103.9118846
Blk 438 (64571),64571,Bus Stop,1.3781381,103.8929604
Blk 438A (40361),40361,Bus Stop,1.3571571,103.740847
Blk 439C (40311),40311,Bus Stop,1.3573075,103.7389106
Blk 44 (10449),10449,Bus Stop,1.2866283,103.8120073
Blk 44 (60139),60139,Bus Stop,1.3221347,103.8663517
Blk 441 (28529),28529,Bus Stop,1.3511402,103.7206132
Blk 441D (67631),67631,Bus Stop,1.3922032,103.8756514
Blk 442 (44509),44509,Bus Stop,1.3808652,103.7384937
Blk 442 (78069),78069,Bus Stop,1.3687602,103.9581474
Blk 442D (44339),44339,Bus Stop,1.3808837,103.7711121
Blk 443 (54381),54381,Bus Stop,1.3657048,103.8561066
Blk 443D (43759),43759,Bus Stop,1.3559686,103.7369204
Blk 444 (76471),76471,Bus Stop,1.3585341,103.9514901
Blk 446 (78071),78071,Bus Stop,1.3703232,103.9571627
Blk 446B (65711),65711,Bus Stop,1.4171562,103.9117853
Blk 448A (68029),68029,Bus Stop,1.3931251,103.87267
Blk 448B (40339),40339,Bus Stop,1.3534743,103.7408765
Blk 449 (76211),76211,Bus Stop,1.3568122,103.9510833
Blk 45 (80229),80229,Bus Stop,1.3172932,103.8781013
Blk 45 (84369),84369,Bus Stop,1.329152,103.9245344
Blk 45 (92239),92239,Bus Stop,1.3043677,103.9126506
Blk 450 (44911),44911,Bus Stop,1.3847875,103.7728513
Blk 451A (40301),40301,Bus Stop,1.353394,103.7427833
Blk 452 (54289),54289,Bus Stop,1.3691588,103.856057
Blk 454 (28409),28409,Bus Stop,1.3508613,103.7179588
Blk 454 (53361),53361,Bus Stop,1.359249,103.8304057
Blk 455 (17161),17161,Bus Stop,1.3123653,103.7668667
Blk 456 (59579),59579,Bus Stop,1.421067,103.8438847
