stop_name,stop_code,type,lat,long
Grange 80 Condominium (13169),13169,Bus Stop,1.2991199,103.8282999
Great Eastern Mansions (11219),11219,Bus Stop,1.309858,103.8071773
Great World Station Exit 3 (13119),13119,Bus Stop,1.2939608,103.8326152
Great World Station Exit 4 (13079),13079,Bus Stop,1.2962012,103.8326038
Great World Station Exit 5 (13071),13071,Bus Stop,1.2963959,103.8330486
Greendale Primary School (65429),65429,Bus Stop,1.3967443,103.9120865
Greenridge Secondary School (44929),44929,Bus Stop,1.3826892,103.7730926
Greenview Secondary School (78141),78141,Bus Stop,1.3700834,103.9637137
Grosvenor View (83351),83351,Bus Stop,1.3276526,103.9121712
Grundfos (21481),21481,Bus Stop,1.325985,103.7121271
Gsk (24441),24441,Bus Stop,1.3074242,103.6606077
Guangyang Secondary School (53401),53401,Bus Stop,1.3453717,103.8505541
Gul Camp (24411),24411,Bus Stop,1.302425,103.6617338
Gul Circle Station Exit A (24511),24511,Bus Stop,1.3193771,103.6607114
Gul Circle Station Exit B (24519),24519,Bus Stop,1.3200459,103.6608196
Gulab Building (70109),70109,Bus Stop,1.3295044,103.8741108
Hall 1 (27281),27281,Bus Stop,1.345733,103.687788
Hall 11 (27199),27199,Bus Stop,1.3543481,103.6869682
Hall 12 (27031),27031,Bus Stop,1.3518298,103.6805976
Hall 15 (27021),27021,Bus Stop,1.3532129,103.6820236
Hall 2 (27311),27311,Bus Stop,1.3488377,103.6855902
Hall 4 (27261),27261,Bus Stop,1.3437426,103.6869914
Hall 8 (27209),27209,Bus Stop,1.351471,103.685709
Halliburton (25741),25741,Bus Stop,1.2804936,103.6271255
HarbourFront Interchange (14009),14009,Bus Interchange,1.2668372,103.8192681
HarbourFront Station/Vivocity (14141),14141,Bus Stop,1.2654918,103.8219211
Harbourfront Station Exit A (14129),14129,Bus Stop,1.2660551,103.8199351
Harbourside Industrial Building 2 (15169),15169,Bus Stop,1.2748067,103.7967587
Hart Engineering Private Limited (25351),25351,Bus Stop,1.323965,103.653073
Havelock Station Exit 2 (06071),06071,Bus Stop,1.2867174,103.8335864
Havelock Station Exit 3 (06081),06081,Bus Stop,1.2881891,103.8335284
Havelock Station Exit 4 (06149),06149,Bus Stop,1.2898236,103.8341127
Havelock Station Exit 5 (06141),06141,Bus Stop,1.2896326,103.8338887
Haw Par Villa Station (16019),16019,Bus Stop,1.2827224,103.7822668
Haw Par Villa Station (16229),16229,Bus Stop,1.2830573,103.7815909
Hdb Carpark (70089),70089,Bus Stop,1.331877,103.89444
Headquarters 5th SIB Camp I (31089),31089,Bus Stop,1.3799803,103.6971411
Headquarters 6 Division (24559),24559,Bus Stop,1.3008132,103.6574521
Heavy Vehicle Park (45021),45021,Bus Stop,1.393281,103.7538971
Hemsley Avenue (66241),66241,Bus Stop,1.3688963,103.8656297
Heng Mui Keng Terrace (16069),16069,Bus Stop,1.2906448,103.7736872
Henry Park (12149),12149,Bus Stop,1.3157848,103.7825961
Hiap Seng Engineering Limited (26031),26031,Bus Stop,1.3155166,103.645321
Hiap Seng Engineering Limited (26041),26041,Bus Stop,1.3147284,103.643054
Hiap Teck Metal Co (24671),24671,Bus Stop,1.309579,103.661231
High Street Centre (04229),04229,Bus Stop,1.2904649,103.8487542
Highgate Park (42211),42211,Bus Stop,1.3397451,103.7656604
Highland Centre (63159),63159,Bus Stop,1.355167,103.8770187
Hillbrooks (43251),43251,Bus Stop,1.3585202,103.7631432
Hillbrooks (43309),43309,Bus Stop,1.3587304,103.7620308
Hillington Green Condominium (43268),43268,Bus Stop,1.3604377,103.7642651
Hillview Apartments (43249),43249,Bus Stop,1.3557558,103.7621065
Hillview Green (43819),43819,Bus Stop,1.3581795,103.7651298
Hillview Heights (43267),43267,Bus Stop,1.3613998,103.7645734
Hillview House (43289),43289,Bus Stop,1.3573933,103.7615075
Hillview Station (43061),43061,Bus Stop,1.3630364,103.7673402
Hillview Station Exit A (43069),43069,Bus Stop,1.3627474,103.7677137
Hitachi (22151),22151,Bus Stop,1.321008,103.6962788
Hitachi Elevator Building (28679),28679,Bus Stop,1.3366037,103.751058
Hoa Nam Building (07329),07329,Bus Stop,1.3128739,103.8598637
Hockey Stadium (67541),67541,Bus Stop,1.3947838,103.8864982
Hoe Keng Motor (23509),23509,Bus Stop,1.3246731,103.6955824
Holland V Station Exit A (11419),11419,Bus Stop,1.3110298,103.79604
Holland V Station/Blk12 (11401),11401,Bus Stop,1.3090297,103.794964
Holland Village (11261),11261,Bus Stop,1.3122059,103.7944888
Home Team Academy (30049),30049,Bus Stop,1.3743118,103.7238234
HomeTeamNS (43649),43649,Bus Stop,1.3654401,103.7505822
HomeTeamNS Bedok (72171),72171,Bus Stop,1.3424208,103.9187276
Honey Well (98229),98229,Bus Stop,1.3779482,103.9747022
Honeywell Building (96401),96401,Bus Stop,1.3370377,103.9660507
Hong Hang Building (24339),24339,Bus Stop,1.3083571,103.6688759
Hong Lim Park (05059),05059,Bus Stop,1.2868112,103.8458025
Horizon Gardens (56259),56259,Bus Stop,1.3767441,103.834676
Horizon Primary School (65411),65411,Bus Stop,1.3994654,103.9138187
Horizon Residences (16209),16209,Bus Stop,1.2815824,103.7840074
Hotel Faber Park (14159),14159,Bus Stop,1.2699557,103.8131484
Hotel Grand Pacific (01012),01012,Bus Stop,1.2968507,103.852543
Hotel Miramar (06151),06151,Bus Stop,1.2887164,103.8374038
Hotel Royal (50069),50069,Bus Stop,1.3170216,103.8416478
Hougang 1 (64491),64491,Bus Stop,1.3751364,103.8790653
Hougang 1/Opposite Blk 931A (64081),64081,Bus Stop,1.3759365,103.8800572
Hougang Central Interchange (64009),64009,Bus Interchange,1.3708351,103.8925345
Hougang Central Interchange (64541),64541,Bus Interchange,1.3712039,103.892751
Hougang Green Shop Mall (64441),64441,Bus Stop,1.379864,103.888176
Hougang Polyclinic (64529),64529,Bus Stop,1.3697946,103.8894131
Hougang Primary School (64091),64091,Bus Stop,1.3774618,103.8814635
Hougang Secondary School (64099),64099,Bus Stop,1.3778703,103.8816348
Hougang Secondary School (64251),64251,Bus Stop,1.37719,103.88271
Hougang Station Exit C (64381),64381,Bus Stop,1.3728942,103.8917511
Hougang Swimming Complex (63359),63359,Bus Stop,1.3693587,103.8877553
House No. 45 (42309),42309,Bus Stop,1.3380751,103.7689038
House No. 532 (11311),11311,Bus Stop,1.3198003,103.7891105
House No. 578 (11301),11301,Bus Stop,1.3179262,103.7877912
House No. 589 (11309),11309,Bus Stop,1.3184899,103.7883856
Hua Guan Gardens (42049),42049,Bus Stop,1.3357888,103.7846461
Hua Xin Court (93041),93041,Bus Stop,1.3113087,103.933593
Hua Yu Mansions (83361),83361,Bus Stop,1.3284858,103.9144737
Hub Synergy Point (03222),03222,Bus Interchange,1.2739784,103.8448956
Hume Station Exit 1 (43041),43041,Bus Stop,1.3558022,103.7684528
Hup Leck Heavy Equipment (21479),21479,Bus Stop,1.3267585,103.7156689
IKEA Tampines (75359),75359,Bus Stop,1.3742412,103.9313783
IKEA Tampines (75601),75601,Bus Stop,1.373503,103.931982
IMM Building (28659),28659,Bus Stop,1.3346534,103.7477423
ISS International School (14211),14211,Bus Interchange,1.2816075,103.8052288
ITE College Central (54481),54481,Bus Stop,1.3760163,103.8558226
ITE College East Admin Blk (96119),96119,Bus Stop,1.333724,103.953728
ITE College East Tec Blk (96079),96079,Bus Stop,1.335401,103.953477
Ibis Singapore On Bencoolen (07517) (07517),07517,Bus Stop,1.3015435,103.8526305
Infinite Studios (18211),18211,Bus Stop,1.2919843,103.7952561
Information Technology (16189),16189,Bus Stop,1.297221,103.7727018
Innova Primary School (58461),58461,Bus Stop,1.4296559,103.79044
Institute Of Micro-Electronics (16101),16101,Bus Stop,1.2892086,103.7798976
International Business Park (28309),28309,Bus Interchange,1.3263214,103.7459154
Invista (25561),25561,Bus Stop,1.3182698,103.6376241
J Gateway (28061),28061,Bus Stop,1.335829,103.742678
JB Industrial Private Limited (24199),24199,Bus Stop,1.3130777,103.6599555
Jackson Square (52229),52229,Bus Stop,1.3376729,103.8487907
Jackson Square (52271),52271,Bus Stop,1.3366923,103.8498393
Jalan Besar Station Exit A (07529),07529,Bus Stop,1.3045043,103.8548777
Jalan Kayu Shophouse (68031),68031,Bus Stop,1.3970347,103.8730712
Jalan Rumah Tinggi Bus Terminal,N/A,Bus Interchange,1.288755,103.8092623
Jamiyah Halfway House (16059),16059,Bus Stop,1.2898849,103.7753714
Jas Metal Coatings (25369),25369,Bus Stop,1.3251626,103.6515147
Jiemin Primary School (59309),59309,Bus Stop,1.4282451,103.8306303
Joo Chiat Complex (82049),82049,Bus Stop,1.3163503,103.8989488
Joo Chiat Place (82171),82171,Bus Stop,1.3137965,103.9030849
Joo Koon Bus Interchange,N/A,Bus Interchange,1.3267444,103.6783931
Joo Koon Interchange (24009),24009,Bus Interchange,1.3269911,103.6782827
Joo Koon Station Exit A (23499),23499,Bus Stop,1.3275286,103.6781295
Joo Koon Station Exit B (23491),23491,Bus Stop,1.3279319,103.6777663
Jordon Food Industrial (46891),46891,Bus Stop,1.4482533,103.8070176
Junction 10 (44041),44041,Bus Stop,1.3808586,103.7604084
Junyuan Primary School (76281),76281,Bus Stop,1.347622,103.938478
Jurong Abattoir (21071),21071,Bus Stop,1.3139328,103.7223063
Jurong Camp (23049),23049,Bus Stop,1.334194,103.6907069
Jurong East Interchange (28009),28009,Bus Interchange,1.3318982,103.7409497
Jurong East Library (28249),28249,Bus Stop,1.3326254,103.7390574
Jurong East WaRehabilitatione (28669),28669,Bus Stop,1.3364617,103.7493575
Jurong Inspection Centre (24689),24689,Bus Stop,1.3114978,103.6589258
Jurong Island Checkpoint (21099),21099,Bus Interchange,1.3100779,103.7113392
Jurong Lake (28361),28361,Bus Stop,1.3442428,103.727428
Jurong Polyclinic (28499),28499,Bus Stop,1.3495858,103.730591
Jurong Port Workshops (21149),21149,Bus Stop,1.3156339,103.7198671
Jurong Secondary School (21579),21579,Bus Stop,1.3300999,103.7231651
Jurong Secondary School (21751),21751,Bus Stop,1.3308199,103.7248016
Jurong Shipyard (22331),22331,Bus Stop,1.304904,103.703161
Jurong Shipyard (23451),23451,Bus Stop,1.3040432,103.697306
Jurong Town Hall (28231),28231,Bus Stop,1.3298165,103.7425851
Jurong Town Hall Bus Interchange,N/A,Bus Interchange,1.3298112,103.7437224
Jurong Town Hall Interchange (29009),29009,Bus Interchange,1.330212,103.7433
Jurong West Primary School (22539),22539,Bus Stop,1.3392607,103.6984066
Jurong West Sub-Station (22419),22419,Bus Stop,1.3462641,103.7030695
Juying Primary School (27149),27149,Bus Stop,1.3390708,103.68859
K.U.S. Holdings (47189),47189,Bus Stop,1.458926,103.8011931
KF1 Karting Circuit (45129),45129,Bus Stop,1.4238338,103.7587175
KLA Corporation (66599),66599,Bus Stop,1.3733115,103.8684096
Kadaloor Station Exit A (65329),65329,Bus Stop,1.3999112,103.9162493
Kadaloor Station Exit B (65321),65321,Bus Stop,1.3993112,103.9166662
Kaki Bukit Autohub (71331),71331,Bus Stop,1.3368334,103.9009572
Kaki Bukit Industrial Estate (72051),72051,Bus Stop,1.3334449,103.9041746
Kaki Bukit Station Exit A (72039),72039,Bus Stop,1.3354864,103.9098925
Kallang Basin Swimming Complex (60069),60069,Bus Stop,1.3233894,103.8725183
Kallang Squash Centre (80181),80181,Bus Stop,1.3051693,103.8797653
Kallang Station (80031),80031,Bus Stop,1.31118,103.8714218
Kallang Station/Opposite Blk 2C (80101),80101,Bus Stop,1.3129273,103.8713795
Kampong Bahru Terminal (10499),10499,Bus Interchange,1.2756451,103.833365
Kampung Kembangan Community Club (83331),83331,Bus Stop,1.3235038,103.9127329
Kampung Ubi Community Club (82229),82229,Bus Stop,1.3175316,103.90053
Kandang Kerbau Women & Children Hospital (40101),40101,Bus Stop,1.3100843,103.8476439
Kandang Kerbau Women & Children Hospital (40279),40279,Bus Stop,1.3098882,103.8460705
Kangkar Station Exit A (67159),67159,Bus Stop,1.3843258,103.9023457
Kangkar Station Exit B (67151),67151,Bus Stop,1.3835346,103.9022099
Katong Park Towers (91059),91059,Bus Stop,1.3005211,103.88835
Katong Shopping Centre (92101),92101,Bus Stop,1.3036971,103.9012904
Keat Hong Camp (30029),30029,Bus Stop,1.3741445,103.7170482
Kee Wee Hup Kee (25501),25501,Bus Stop,1.3337878,103.6436491
Kembangan Station (83062),83062,Bus Stop,1.3209547,103.9133389
Kembangan Station (83321),83321,Bus Stop,1.3217676,103.9136261
Keming Primary School (43181),43181,Bus Stop,1.3464749,103.7568172
Kent Ridge Secondary School (17031),17031,Bus Stop,1.3017059,103.7657106
Kent Ridge Station (15131),15131,Bus Stop,1.2925676,103.7844452
Kent Ridge Station Exit B (15139),15139,Bus Stop,1.2924161,103.7846398
Kent Ridge Stn Exit A/NUH (18331),18331,Bus Stop,1.2948179,103.784376
Kent Ridge Terminal (16009),16009,Bus Interchange,1.2942452,103.7696798
Kentish Green (50301),50301,Bus Stop,1.3158403,103.8518319
Kentish Lodge (50261),50261,Bus Stop,1.316057,103.8532634
Keppel Distripark Blk 517 (14109),14109,Bus Stop,1.268051,103.8271284
Keppel Distripark Blk 519 (14231),14231,Bus Stop,1.270981,103.826673
Keppel Logistics (23231),23231,Bus Stop,1.3093463,103.6750388
Keppel Logistics (23369),23369,Bus Stop,1.3190081,103.6791479
Keppel Offshore & Marine (23399),23399,Bus Stop,1.3053088,103.6923372
Keppel Shipyard (23311),23311,Bus Stop,1.3017956,103.6774878
Keppel Shipyard (24349),24349,Bus Stop,1.2956063,103.6708891
Keppel Shipyard (24549),24549,Bus Stop,1.3027205,103.6553807
Keppel Workshop (14071),14071,Bus Stop,1.272105,103.834151
Kew Green Condominium (94061),94061,Bus Stop,1.3184353,103.9513707
Khalsa Crescent Drug Rehabilitationb Centre (47021),47021,Bus Stop,1.4511385,103.7832683
Khatib Camp (57079),57079,Bus Stop,1.4244204,103.8256806
Khatib Camp (59549),59549,Bus Stop,1.4231875,103.8304541
Khatib Station Exit D (59569),59569,Bus Stop,1.4183819,103.8331345
Khoo Teck Puat Hospital (59341),59341,Bus Stop,1.4237302,103.8387388
KiddiWinkie S/H @ East Coast (92141),92141,Bus Stop,1.3094339,103.9142672
KiddiWinkie S/H @ Mountbatten (91041),91041,Bus Stop,1.3009881,103.8864881
Kim Hock Corporation Private Limited (49019),49019,Bus Stop,1.4105097,103.752469
King Albert Park (42061),42061,Bus Stop,1.3368873,103.7803212
King Albert Park Station (42051),42051,Bus Stop,1.3359688,103.782674
Kolam Ayer Industrial Estate (60071),60071,Bus Stop,1.3271971,103.8703953
Kong Hwa School (81151),81151,Bus Stop,1.3115432,103.8878575
Kovan Hub (63221),63221,Bus Stop,1.3586537,103.8856834
Kovan Sports Centre (63229),63229,Bus Stop,1.357576,103.8850684
Kovan Station Exit B (63031),63031,Bus Stop,1.3605528,103.8852523
Kovan Station Exit C (63039),63039,Bus Stop,1.3600974,103.8853529
Kranji Lodge 1 (46031),46031,Bus Stop,1.4335603,103.7619107
Kranji Reservoir Park B (49199),49199,Bus Stop,1.4383223,103.7357363
Kranji Station (45139),45139,Bus Stop,1.4253079,103.7618818
Kranji War Memorial (45119),45119,Bus Stop,1.4218155,103.7560214
Kranji Water Reclam Plt (49109),49109,Bus Stop,1.4297681,103.7561469
Krislite Building (98121),98121,Bus Stop,1.372018,103.9701807
Kuo Chuan Presbyterian School (53279),53279,Bus Stop,1.3496721,103.8539341
Kwong Wai Shiu Hospital (60101),60101,Bus Stop,1.3177673,103.8600369
Kyocera Chemical (25061),25061,Bus Stop,1.3275313,103.6453166
LTA Sin Ming Office (53509),53509,Bus Stop,1.356831,103.8365
LTH Logistics (29049),29049,Bus Stop,1.3060069,103.7367235
Labrador Park Station (15141),15141,Bus Stop,1.2727917,103.8009606
Lagoon View (93049),93049,Bus Stop,1.3107478,103.9329671
Laguna National Country Club (96241),96241,Bus Stop,1.3274993,103.967049
Lakepoint Condominium (21219),21219,Bus Interchange,1.3400738,103.7162796
Lakeside Station (28091),28091,Bus Stop,1.3443033,103.7201466
Lamp Post 137 (64149),64149,Bus Stop,1.3651073,103.9089673
Lamp Post 159 (48039),48039,Bus Stop,1.4106999,103.7833102
Lamp Post 162 (48031),48031,Bus Stop,1.4110791,103.7832448
Lamp Post 30 (15109),15109,Bus Stop,1.2859136,103.7858325
Lamp Post 52 (40261),40261,Bus Stop,1.3412469,103.8270538
Lamp Post 57 (40269),40269,Bus Stop,1.3410361,103.826658
Lamp Post 94 (55289),55289,Bus Stop,1.3983879,103.8290579
Landmark Village Hotel (01559),01559,Bus Stop,1.3016255,103.8574936
Lavender Station Exit A/ICA (01319),01319,Bus Stop,1.307462,103.8631951
Lavender Station Exit B (01311),01311,Bus Stop,1.3075102,103.8626701
Layar Station Exit A/Blk 417A (67479),67479,Bus Stop,1.3919904,103.8802995
Layar Station Exit B (67471),67471,Bus Stop,1.3922236,103.8802808
Le Crescendo (70271),70271,Bus Stop,1.3307163,103.8892872
Lea Hin Hardware Factory (11539),11539,Bus Stop,1.291201,103.8079948
Lee Wee Nam Library (27211),27211,Bus Stop,1.3477611,103.6802749
Lee Welded Mesh (25559),25559,Bus Stop,1.3256383,103.6458823
Leedon Green (11091),11091,Bus Stop,1.312136,103.8036655
Leng Kwang Baptist Church (40071),40071,Bus Stop,1.3191619,103.8291922
Lentor Station Exit 3 (55341),55341,Bus Stop,1.3849941,103.8366915
Lentor Station Exit 5 (55349),55349,Bus Stop,1.3846755,103.8366227
Leroy-Somer (23129),23129,Bus Stop,1.3246743,103.6855887
Lian Aik Siong Machinery (47129),47129,Bus Stop,1.4637167,103.8029717
Liang Huat Industrial Complex (24019),24019,Bus Stop,1.3229005,103.6772208
Lien Towers (11221),11221,Bus Stop,1.310039,103.8053852
Lighthouse (78251),78251,Bus Stop,1.3782325,103.9595508
Lighthouse School (52211),52211,Bus Stop,1.3385597,103.8416724
Lim Seng Tjoe Building (LT 27) (18301),18301,Bus Stop,1.2974065,103.7809895
Lion Home For Elders (84149),84149,Bus Stop,1.3205562,103.938363
Lip Guan Industrial (49129),49129,Bus Stop,1.4349408,103.7552055
Little India Bus Terminal,N/A,Bus Interchange,1.3076632,103.8499415
Little India Station (40019),40019,Bus Stop,1.3066226,103.8492138
Little India Station Exit A (40011),40011,Bus Stop,1.3059617,103.8491389
Lloyd Leas Work Rel Camp (97069),97069,Bus Stop,1.3651184,103.9752851
Logishub @ Clementi (12201),12201,Bus Stop,1.326568,103.764042
Long Kuan Hung Crocodile Farm (49229),49229,Bus Stop,1.4403654,103.73212
Lorong 1 Geylang Terminal (80009),80009,Bus Interchange,1.310812,103.8718172
Lorong Chuan Station Exit A (66391),66391,Bus Stop,1.3510547,103.8647977
Lorong Chuan Station Exit B (66709),66709,Bus Stop,1.3522571,103.8631835
Lot 1/Choa Chu Kang Station (44539),44539,Bus Stop,1.3846149,103.7449595
Loyang Industrial Estate (98231),98231,Bus Stop,1.3711988,103.9717752
Loyang Point (98101),98101,Bus Interchange,1.3670723,103.9654027
Loyang Point/Opposite Blk 256 (98119),98119,Bus Interchange,1.3671966,103.964394
Loyang Valley (98049),98049,Bus Stop,1.3685356,103.9693756
Loyang Way/Soxal (98071),98071,Bus Stop,1.3797344,103.978445
Lutheran Towers (41111),41111,Bus Stop,1.32084,103.811919
M.C. Packaging Private Limited (24011),24011,Bus Stop,1.3222947,103.6776512
MAN Diesel (25181),25181,Bus Stop,1.3237792,103.6588962
MES Logistic Hub (23131),23131,Bus Stop,1.325431,103.684053
MOM Services Centre (60079),60079,Bus Stop,1.326953,103.869445
MOM Services Centre (60179),60179,Bus Stop,1.3261789,103.8683529
MacPherson Green Condominium (70149),70149,Bus Stop,1.3328288,103.8864731
MacPherson Station Exit A (70371),70371,Bus Stop,1.3263258,103.8894
MacPherson Station Exit B (70259),70259,Bus Stop,1.3250131,103.8907079
MacPherson Station Exit C (70251),70251,Bus Stop,1.3249797,103.8904199
MacRitchie Reservoir (51071),51071,Bus Stop,1.3421866,103.8359443
Maha Bodhi School (71109),71109,Bus Stop,1.3283439,103.9025843
Maju Camp (12081),12081,Bus Stop,1.3258781,103.7751147
Man Fatt Lam Temple (85041),85041,Bus Stop,1.3264289,103.9512105
Mandai Agrotech Park (48051),48051,Bus Stop,1.4153033,103.7974406
Mandai CD Training Village (45189),45189,Bus Stop,1.4113257,103.7610231
Mandai Camp 2 (48019),48019,Bus Stop,1.4104483,103.7754616
Mandai Crematorium & Columbarium (48149),48149,Bus Stop,1.4151038,103.8110343
Mandai Crematorium (48071),48071,Bus Stop,1.412143,103.8057131
Mandai Police Training Camp (45199),45199,Bus Stop,1.4103285,103.7632686
Mandarin Gardens (93029),93029,Bus Stop,1.3085655,103.9250448
Mapletree Anson (03241),03241,Bus Stop,1.2746885,103.8454471
Mapletree Business City (15159),15159,Bus Stop,1.2742433,103.7984766
Mapletree Logistics (25329),25329,Bus Stop,1.3178175,103.656474
Mapletree Logistics Hub (23211),23211,Bus Stop,1.3178907,103.6892696
Maranatha Hall (82139),82139,Bus Stop,1.309397,103.899384
Marina Bay Cruise Centre (03421),03421,Bus Stop,1.2670131,103.8595933
Marina Bay Financial Centre (03391),03391,Bus Stop,1.2803633,103.8550835
Marina Bay Sands Theatre (03501),03501,Bus Stop,1.2849222,103.8606279
Marina Bay Station (03539),03539,Bus Stop,1.2779108,103.8552258
Marina Centre Terminal (02099),02099,Bus Interchange,1.29116,103.8621572
Marina Country Club (65641),65641,Bus Stop,1.4153186,103.8998267
Marina South Pier Station (03419),03419,Bus Stop,1.2711924,103.8629454
Marine Cove (92289),92289,Bus Stop,1.301795,103.912822
Marine Parade Station Exit 2 (92041),92041,Bus Stop,1.3026338,103.9049116
Marine Parade Station Exit 4 (92051),92051,Bus Stop,1.3046183,103.907833
Marine Parade Station Exit 6 (92059),92059,Bus Stop,1.3042167,103.9076791
Marine Parade Station/Parkway Parade (92049),92049,Bus Stop,1.3030316,103.9059231
Marine Terrace Station Exit 1 (92079),92079,Bus Stop,1.3065802,103.9148661
Marine Terrace Station Exit 4 (92071),92071,Bus Stop,1.306815,103.914746
Marine Terrace Station/Katong Convent (92089),92089,Bus Stop,1.3071917,103.9176472
Maritime House (05521),05521,Bus Stop,1.2766743,103.8405598
Markono Holdings (22039),22039,Bus Stop,1.3228363,103.6984727
Marshall Lane (92171),92171,Bus Stop,1.3083308,103.9030857
Marsiling Community Club (46119),46119,Bus Stop,1.4409803,103.772643
Marsiling Lane Market/Food Centre (46129),46129,Bus Stop,1.4437309,103.7767858
Marsiling Mall (46541),46541,Bus Stop,1.4332503,103.780787
Marsiling Park (46509),46509,Bus Stop,1.4380536,103.7709584
Marsiling Primary School (46511),46511,Bus Stop,1.4343972,103.77256
Marsiling Station (46521),46521,Bus Stop,1.4323846,103.7742493
Marymount Station (53121),53121,Bus Stop,1.3501476,103.8394768
Marymount View (53139),53139,Bus Stop,1.3526411,103.8405155
Masjid Kassim (83059),83059,Bus Stop,1.3189547,103.912422
Masterdon (47099),47099,Bus Stop,1.4638464,103.8051238
Maxsteel Enterprise (47109),47109,Bus Stop,1.4660732,103.8086713
Maxwell Station Exit 2 (05269),05269,Bus Stop,1.2810109,103.8446487
Mayflower Secondary School (54211),54211,Bus Stop,1.3686557,103.8363727
Mayflower Station Exit 2 (54191),54191,Bus Stop,1.3740515,103.8373109
Mayflower Station Exit 5 (54189),54189,Bus Stop,1.3705231,103.8367964
Mayflower Station Exit 6 (54181),54181,Bus Stop,1.3704748,103.8365533
Mazak Singapore (24029),24029,Bus Stop,1.3224793,103.6713173
Meadows @ Peirce (56049),56049,Bus Stop,1.3795305,103.8277392
Mediacorp Campus (18201),18201,Bus Stop,1.2949332,103.7931717
Meiban Industrial Building (71221),71221,Bus Stop,1.3263071,103.8933098
Melati Blk 2 (10399),10399,Bus Stop,1.2758226,103.8301464
Melville Park (96129),96129,Bus Stop,1.3474085,103.9579652
Menlo Worldwide (95181),95181,Bus Stop,1.376997,104.0018801
Mera Terrace Playground (96069),96069,Bus Stop,1.3466611,103.9631047
Mercedes-Benz Logistics (25151),25151,Bus Stop,1.3290932,103.6533031
Merck Sharp & Dohme (25609),25609,Bus Stop,1.3019521,103.634511
Meridian Station Exit A (65169),65169,Bus Stop,1.3964375,103.9092707
Meridian Station Exit B (65161),65161,Bus Stop,1.3972847,103.9086958
Meritor Heavy Vehicle Systems (24021),24021,Bus Stop,1.321823,103.670891
Metall-Treat Industrial (24651),24651,Bus Stop,1.3149247,103.6688034
Metta Welfare Association (96121),96121,Bus Stop,1.3471737,103.9577721
Michelman (25511),25511,Bus Stop,1.329783,103.6408385
Midview Building (43311),43311,Bus Stop,1.3397843,103.7569487
Millennia Institute (40329),40329,Bus Stop,1.3509811,103.7396515
Mindef Carpark (43719),43719,Bus Stop,1.3690488,103.7613113
Ministry Of Defence (43111),43111,Bus Stop,1.3722604,103.7629505
Mobil Marine Terminal (23409),23409,Bus Stop,1.3035162,103.6892668
Modena Condominium/Opposite Blk 228 (96179),96179,Bus Stop,1.3425632,103.9554238
Molex (23481),23481,Bus Stop,1.3279269,103.6817202
Montfort School (64359),64359,Bus Stop,1.375372,103.8893167
Montview (12179),12179,Bus Stop,1.3167224,103.7769344
Mount Alvernia Hospital (51069),51069,Bus Stop,1.3410934,103.8366612
Mountbatten Station Exit B (80279),80279,Bus Stop,1.3053361,103.8832687
Msd (26209),26209,Bus Stop,1.3268966,103.6317284
Multico (26409),26409,Bus Stop,1.2891622,103.630258
Multistates Trading (45159),45159,Bus Stop,1.4003618,103.7540263
NCS Hub (55039),55039,Bus Stop,1.3891425,103.8438663
NIE Blk 2 (27219),27219,Bus Stop,1.3474855,103.6794914
NIE Library (27051),27051,Bus Stop,1.348401,103.676679
NTUC Fairprice (17239),17239,Bus Stop,1.3124814,103.7659087
NTUC Health Nursing Home (27501),27501,Bus Stop,1.3409624,103.691762
NUS Museums (16161),16161,Bus Stop,1.3011676,103.7734711
NUS Raffles Hall (16169),16169,Bus Stop,1.3009692,103.7727456
NUS Sports Ctr (16091),16091,Bus Stop,1.2993347,103.779294
Nan Chiau High School (67359),67359,Bus Stop,1.3900006,103.8904488
Nan Hua Primary School (20101),20101,Bus Stop,1.319897,103.7622658
Nanyang Crescent Hall (27071),27071,Bus Stop,1.3547919,103.6840781
Nanyang Polytechnic (54351),54351,Bus Stop,1.3764665,103.8500738
Nanyang Polytechnic (55329),55329,Bus Stop,1.3790605,103.8472113
Napier Station Exit 1 (13019),13019,Bus Stop,1.3068583,103.8194406
Napier Station Exit 2 (13011),13011,Bus Stop,1.3064607,103.8194559
NatSteel (22089),22089,Bus Stop,1.3059179,103.7008216
National Junior College (41079),41079,Bus Stop,1.3293659,103.8031498
National Leadership Institute (15099),15099,Bus Stop,1.2830778,103.7879311
National Oxygen Private Limited (22421),22421,Bus Stop,1.3077134,103.6986805
National Skin Centre (50121),50121,Bus Stop,1.319263,103.84935
National Stadium (80219),80219,Bus Stop,1.3067379,103.8755128
National University Hospital (18071),18071,Bus Stop,1.2954449,103.7844633
National University Hospital (18221),18221,Bus Stop,1.2962939,103.7834418
National University of Singapore Bukit Timah Campus (41011),41011,Bus Stop,1.322377,103.818934
National University of Singapore High School (17191),17191,Bus Stop,1.3056118,103.7698405
National Youth Council (09059),09059,Bus Stop,1.3004543,103.8362277
Naung Residence (64011),64011,Bus Stop,1.3675798,103.8927477
Naval Base Primary School (59441),59441,Bus Stop,1.4158648,103.8394283
Naval Base Secondary School (59329),59329,Bus Stop,1.4197322,103.8317647
Near SATS Flight Kitchen (95159),95159,Bus Stop,1.3412786,103.9820354
Nee Soon Driclad Centre (57031),57031,Bus Stop,1.4068615,103.8200744
